learner_id,course_id,learner_rating,short_description
18406,38,4,the time traveler's wife
37925,2397,5,the further adventures of sherlock holmes: after sir arthur conan doyle (classic crime)
39831,5195,5,twilight eyes
19710,7860,5,the way to cook
17233,5507,5,by the light of the moon
44823,1551,2,behind closed doors
51687,873,5,"the reptile room (a series of unfortunate events, #2)"
40558,227,4,the client
45785,1318,4,post office
10943,154,5,macbeth
52583,3095,5,"vampire academy collection (vampire academy, #1-3)"
38989,433,5,"dark lover (black dagger brotherhood, #1)"
18799,2467,5,little bear
26520,172,3,anna karenina
12764,271,3,flowers for algernon
9759,1335,4,"poison study (study, #1)"
36132,86,4,a time to kill
40156,102,2,where the wild things are
22282,1155,5,"the amulet of samarkand (bartimaeus, #1)"
3276,3353,4,sylvester and the magic pebble
2497,57,3,the secret life of bees
35878,4463,3,"first family (sean king & michelle maxwell, #4)"
9776,1268,4,where we belong
4391,51,3,"city of bones (the mortal instruments, #1)"
25656,49,2,"new moon (twilight, #2)"
48402,47,5,the book thief
34534,3004,3,"crash (crash, #1)"
36859,3557,4,"good night, mr. tom"
14980,5532,3,this is where it ends
46191,297,2,cat's cradle
42737,3036,5,"fluke: or, i know why the winged whale sings"
46529,165,4,"a feast for crows (a song of ice and fire, #4)"
43541,386,5,"island of the blue dolphins (island of the blue dolphins, #1)"
40512,2469,4,"lords and ladies (discworld, #14; witches #4)"
37691,1725,4,alice's adventures in wonderland
10084,111,4,the memory keeper's daughter
5509,1017,4,the girl you left behind
4261,4413,3,"mistress of the art of death (mistress of the art of death, #1)"
46473,1126,5,"vampire knight, vol. 1 (vampire knight, #1)"
16262,109,3,les misérables
5107,7168,4,"married by morning (the hathaways, #4)"
27224,577,3,tuck everlasting
19002,9508,4,the shadowy horses
38806,238,2,running with scissors
8825,217,4,"the devil in the white city: murder, magic, and madness at the fair that changed america"
14269,533,3,go set a watchman
48387,49,4,"new moon (twilight, #2)"
1648,190,4,wild: from lost to found on the pacific crest trail
39715,4574,4,"y: the last man, vol. 3: one small step (y: the last man, #3)"
43609,513,5,the hiding place: the triumphant true story of corrie ten boom
10615,3077,5,the rime of the ancient mariner
40728,28,3,lord of the flies
38187,47,5,the book thief
20177,499,4,american psycho
33858,8024,3,the hurricane sisters
35031,387,3,the crucible
27976,3425,5,wonder boys
33149,439,4,a brief history of time
15450,1135,4,dubliners
19432,804,5,the tempest
19050,9246,5,"women, food and god: an unexpected path to almost everything"
6209,31,4,the help
4490,3555,1,i was told there'd be cake
13372,42,3,"little women (little women, #1)"
51614,4677,5,for women only: what you need to know about the inner lives of men
9593,8982,5,"fables, vol. 10: the good prince"
50700,50,4,where the sidewalk ends
46366,1113,4,thus spoke zarathustra
46721,2519,4,"when the wind blows (when the wind blows, #1)"
33666,5176,5,"d is for deadbeat (kinsey millhone, #4)"
21936,840,1,"shōgun (asian saga, #1)"
38571,6557,4,the talisman (volume 1): the road of trials
21646,953,4,"the dark tower (the dark tower, #7)"
30427,665,3,"the passage (the passage, #1)"
8824,2557,2,"boundaries: when to say yes, how to say no to take control of your life"
49331,551,4,life after life
1729,514,5,the adventures of sherlock holmes
258,3856,4,little children
17343,2005,4,the dovekeepers
38022,1641,4,"something wicked this way comes (green town, #2)"
44324,423,2,"the elite (the selection, #2)"
7677,1406,3,winter garden
7114,1429,4,"beyond the shadows (night angel, #3)"
47509,78,3,"the devil wears prada (the devil wears prada, #1)"
24160,6713,4,an officer and a spy
35201,3981,4,"avatar: the last airbender (the search, #1)"
39900,3520,5,"amphigorey (amphigorey, #1)"
3129,4877,3,horton hatches the egg
12580,323,3,the unbearable lightness of being
20356,135,4,"a storm of swords (a song of ice and fire, #3)"
42016,184,5,matilda
538,6716,3,"double fudge (fudge, #5)"
50753,2377,3,"through the ever night (under the never sky, #2)"
45150,4817,5,"apollyon (covenant, #4)"
8544,301,4,heart of darkness
6173,372,4,dress your family in corduroy and denim
19090,102,5,where the wild things are
8764,1144,4,prodigal summer
45742,49,1,"new moon (twilight, #2)"
16838,5040,3,"the eye of minds (the mortality doctrine, #1)"
45522,228,4,"the nanny diaries (nanny, #1)"
30092,5145,5,"arrows of the queen (heralds of valdemar, #1)"
31201,57,4,the secret life of bees
12480,159,5,"the battle of the labyrinth (percy jackson and the olympians, #4)"
13772,16,5,"the girl with the dragon tattoo (millennium, #1)"
8370,75,3,"bridget jones's diary (bridget jones, #1)"
18311,818,2,dreamcatcher
50478,82,4,into the wild
24859,1181,5,"high five (stephanie plum, #5)"
40960,352,4,yes please
3697,3712,3,"gregor and the prophecy of bane (underland chronicles, #2)"
25508,134,5,"city of glass (the mortal instruments, #3)"
18755,512,3,the complete stories and poems
43230,1003,5,contact
31790,41,5,"the lightning thief (percy jackson and the olympians, #1)"
38434,547,5,the war of the worlds
44794,2685,4,"killer (pretty little liars, #6)"
48519,464,5,holy bible: king james version
43416,553,5,needful things
44247,98,4,"the girl who played with fire (millennium, #2)"
15037,1131,5,"chocolat (chocolat, #1)"
30767,3696,4,the universe in a nutshell
50761,1293,5,"the mysterious benedict society (the mysterious benedict society, #1)"
16298,29,4,romeo and juliet
24800,176,5,it
4838,4062,3,qb vii
6023,76,4,sense and sensibility
46810,6106,4,pat the bunny
47576,2386,2,"persepolis, volume 1"
44345,34,5,"fifty shades of grey (fifty shades, #1)"
2305,4739,2,"scott pilgrim, volume 5: scott pilgrim vs. the universe"
42840,32,5,of mice and men
6222,1452,3,"princess academy (princess academy, #1)"
23064,2229,5,prozac nation
36087,1203,5,"aristotle and dante discover the secrets of the universe (aristotle and dante discover the secrets of the universe, #1)"
17079,645,3,"beastly (beastly, #1; kendra chronicles, #1)"
31328,5439,3,don't panic: the official hitchhiker's guide to the galaxy companion
51964,3696,4,the universe in a nutshell
4947,8639,5,detroit: an american autopsy
9555,335,5,james and the giant peach
26532,92,5,"freakonomics: a rogue economist explores the hidden side of everything (freakonomics, #1)"
41391,25,5,"harry potter and the deathly hallows (harry potter, #7)"
12499,27,4,"harry potter and the half-blood prince (harry potter, #6)"
32217,219,4,"the chronicles of narnia (chronicles of narnia, #1-7)"
30007,1679,5,leaves of grass
12992,3218,5,"fade (wake, #2)"
51514,3555,5,i was told there'd be cake
10389,5792,4,identity
43818,2141,4,"barely breathing (breathing, #2)"
48713,69,4,"insurgent (divergent, #2)"
6904,2206,4,lies that chelsea handler told me
51522,1498,5,hearts in atlantis
51437,5951,4,"toll the hounds (the malazan book of the fallen, #8)"
26889,111,5,the memory keeper's daughter
49861,1924,3,"reaper man (discworld, #11; death, #2)"
43623,98,5,"the girl who played with fire (millennium, #2)"
12262,601,4,the tale of peter rabbit
36022,223,5,"artemis fowl (artemis fowl, #1)"
19327,2553,5,"the lost world (professor challenger, #1)"
31437,2050,2,"night world, no. 2 (night world, #4-6)"
335,1873,4,the yiddish policemen's union
22586,1013,3,better homes and gardens new cook book
32109,554,5,"voyager (outlander, #3)"
18704,308,3,can you keep a secret?
52621,5003,5,just for you (little critter)
25105,8014,2,"psycho-cybernetics, a new way to get more living out of life"
11212,977,5,inferno (the divine comedy #1)
5852,354,5,beloved
10610,70,5,"ender's game (ender's saga, #1)"
41196,851,3,"flowers in the attic (dollanganger, #1)"
5050,405,4,breakfast of champions
50681,3739,3,"many waters (a wrinkle in time quintet, #4)"
49930,232,5,"the gunslinger (the dark tower, #1)"
52602,530,5,much ado about nothing
27893,9929,1,زغازيغ
9404,2120,3,"the necromancer  (the secrets of the immortal nicholas flamel, #4)"
6864,472,4,man's search for meaning
10639,2470,3,"thud! (discworld, #34; city watch #7)"
41844,9714,5,the river why
8639,915,3,insomnia
6902,15,4,the diary of a young girl
23194,7899,5,rumpelstiltskin
10169,321,5,where the red fern grows
13419,1074,3,the sirens of titan
10792,49,5,"new moon (twilight, #2)"
9372,156,4,"something borrowed (darcy & rachel, #1)"
36872,413,5,the three musketeers
29296,1057,3,the testament
36179,163,4,"the lost hero (the heroes of olympus, #1)"
6592,104,3,the road
49762,2659,3,"captive in the dark (the dark duet, #1)"
1367,68,5,the perks of being a wallflower
11174,458,4,station eleven
38820,1603,4,the story of ferdinand
36929,863,5,guess how much i love you
18806,4251,4,"blackwood farm (the vampire chronicles, #9)"
10065,114,5,tuesdays with morrie
12291,2247,5,the diving bell and the butterfly
53350,598,5,"assassin's apprentice (farseer trilogy, #1)"
37986,12,5,"divergent (divergent, #1)"
5072,3767,4,practical magic
29764,1788,5,the calvin and hobbes tenth anniversary book
40303,45,4,life of pi
23827,2680,4,the autobiography of benjamin franklin
38202,419,5,"blood promise (vampire academy, #4)"
9117,7,3,the hobbit
1972,3528,3,missoula: rape and the justice system in a college town
32571,2057,3,the litigators
34988,1928,4,on beauty
46491,2,4,"harry potter and the sorcerer's stone (harry potter, #1)"
13672,144,4,"unbroken: a world war ii story of survival, resilience, and redemption"
43637,4685,4,canada
1368,233,4,love in the time of cholera
50104,677,5,"born to run: a hidden tribe, superathletes, and the greatest race the world has never seen"
30281,707,4,walk two moons
22958,14,5,animal farm
52965,4000,3,"the kings of clonmel (ranger's apprentice, #8)"
30274,2776,5,"while it lasts (sea breeze, #3)"
1490,1253,4,"mary poppins (mary poppins, #1)"
43639,2853,4,the girl who chased the moon
16230,206,5,"the selection (the selection, #1)"
12694,26,4,"the da vinci code (robert langdon, #2)"
39687,6806,4,the honk and holler opening soon
37313,489,5,the prophet
51848,6230,4,smack
23729,4209,5,"the lion (john corey, #5)"
27147,25,4,"harry potter and the deathly hallows (harry potter, #7)"
31315,28,3,lord of the flies
29740,6635,5,"love bites (vampire kisses, #7)"
50127,457,5,the historian
16765,50,5,where the sidewalk ends
5328,7259,3,"i am nujood, age 10 and divorced"
8029,17,3,"catching fire (the hunger games, #2)"
17436,135,4,"a storm of swords (a song of ice and fire, #3)"
21762,670,2,the dead zone
29197,9430,3,fine things
36292,1152,5,the time keeper
27889,4749,5,"d-day, june 6, 1944: the battle for the normandy beaches"
40502,332,3,"the magician's nephew (chronicles of narnia, #6)"
44112,68,4,the perks of being a wallflower
33948,98,4,"the girl who played with fire (millennium, #2)"
15014,396,2,hotel on the corner of bitter and sweet
48831,781,3,"specials (uglies, #3)"
37129,793,5,from the mixed-up files of mrs. basil e. frankweiler
23536,9131,4,how to fall in love
5146,5184,3,my true love gave to me: twelve holiday stories
41708,157,5,green eggs and ham
22281,66,5,gone with the wind
43876,1763,4,"4th of july (women's murder club, #4)"
17386,1753,5,"reason to breathe (breathing, #1)"
49486,1050,4,"the knife of never letting go (chaos walking, #1)"
7317,9371,3,"the legend of luke (redwall, #12)"
9769,653,5,blindness
16826,5337,4,"dance of death (pendergast, #6; diogenes, #2)"
38451,4939,5,the complete stories
1956,119,5,the handmaid's tale
15536,3938,4,"demon lord of karanda (the malloreon, #3)"
47265,2111,3,batman: arkham asylum - a serious house on serious earth
16705,1133,3,the english patient
10849,2350,3,the chaperone
9808,325,3,a prayer for owen meany
24273,4941,4,"test of the twins (dragonlance: legends, #3)"
12211,953,5,"the dark tower (the dark tower, #7)"
31292,1148,5,the psychopath test: a journey through the madness industry
41610,4356,3,the paradox of choice: why more is less
27238,4571,5,"midnight tides (the malazan book of the fallen, #5)"
30467,25,5,"harry potter and the deathly hallows (harry potter, #7)"
8929,150,4,the red tent
49171,812,5,"fallen too far (rosemary beach, #1; too far, #1)"
49612,395,5,for whom the bell tolls
48678,3262,5,"the talented mr. ripley (ripley, #1)"
34371,1439,4,the age of miracles
34299,4757,4,"rapture in death (in death, #4)"
46000,138,4,the scarlet letter
9615,2169,5,the grownup
43628,1784,4,the raven
14774,133,3,"anne of green gables (anne of green gables, #1)"
21248,6096,3,"wideacre  (the wideacre trilogy, #1)"
19167,2819,5,"feed (newsflesh trilogy, #1)"
46518,6120,5,"1q84 book 3 (1q84, #3)"
5516,1436,3,"shopaholic and sister (shopaholic, #4)"
1327,4302,4,"such a pretty fat: one narcissist's quest to discover if her life makes her ass look big, or why pie is not the answer"
2425,467,4,the brief wondrous life of oscar wao
51318,6725,3,kitty and the midnight hour (kitty norville #1)
49416,1194,5,"dog days (diary of a wimpy kid, #4)"
38823,143,4,all the light we cannot see
30981,233,5,love in the time of cholera
35765,152,3,dear john
15426,155,5,"the two towers (the lord of the rings, #2)"
23613,344,4,naked
42704,310,5,"good in bed (cannie shapiro, #1)"
9081,54,3,"the hitchhiker's guide to the galaxy (hitchhiker's guide to the galaxy, #1)"
51741,165,2,"a feast for crows (a song of ice and fire, #4)"
6848,325,5,a prayer for owen meany
15832,144,4,"unbroken: a world war ii story of survival, resilience, and redemption"
11192,171,3,emma
46731,327,4,"legend (legend, #1)"
21143,103,5,the count of monte cristo
40070,4678,3,"seize the night (moonlight bay, #2)"
37779,34,4,"fifty shades of grey (fifty shades, #1)"
45768,111,4,the memory keeper's daughter
13763,46,5,water for elephants
35961,7858,4,sheep in a jeep
33418,9393,2,"zero history (blue ant, #3)"
40077,644,5,"slammed (slammed, #1)"
43049,612,4,"the drawing of the three (the dark tower, #2)"
41633,239,4,world war z: an oral history of the zombie war
10597,7968,4,finding the dream (dream trilogy #3)
28506,7402,5,the happiness advantage: the seven principles of positive psychology that fuel success and performance at work
36096,359,5,and the mountains echoed
12068,5,3,the great gatsby
169,1580,4,a doll's house
38249,2297,4,faust: first part
49585,8876,5,"angelology (angelology, #1)"
35361,2837,2,"the monuments men: allied heroes, nazi thieves, and the greatest treasure hunt in history"
47357,6941,5,"something wonderful (sequels, #2)"
45336,234,2,speak
18941,2731,5,"no, david!"
3881,2110,4,"scott pilgrim, volume 2: scott pilgrim vs. the world"
18156,439,4,a brief history of time
52555,4748,4,fish: a proven way to boost morale and improve results
20357,1674,1,"prince of thorns (the broken empire, #1)"
1422,7008,4,pastoralia
5964,231,4,sarah's key
34982,44,4,"the notebook (the notebook, #1)"
21356,3907,3,the waste land
28725,213,3,the metamorphosis
19375,1146,4,understanding comics: the invisible art
35788,14,3,animal farm
14713,127,3,the tipping point: how little things can make a big difference
7658,47,4,the book thief
30259,2459,4,mastering the art of french cooking
33834,413,4,the three musketeers
659,9040,2,"alert (michael bennett, #8)"
20831,28,3,lord of the flies
15911,188,5,"a dance with dragons (a song of ice and fire, #5)"
33781,4046,5,the far side gallery 3
53247,1563,5,"pines (wayward pines, #1)"
40775,1183,4,"attack on titan, vol. 1 (attack on titan, #1)"
28776,420,2,message in a bottle
9483,6073,5,dragon tears
51699,2941,5,"the kiss of deception (the remnant chronicles, #1)"
2514,2663,4,the little paris bookshop
52899,3407,4,"the shelters of stone (earth's children, #5)"
46951,701,3,mrs. dalloway
27170,480,4,"the amber spyglass (his dark materials, #3)"
13746,754,4,half broke horses
15654,181,2,in cold blood
9243,284,3,on the road
46593,3486,3,"shadow souls (the vampire diaries: the return, #2)"
14107,494,3,the secret history
8282,786,5,falling up
47728,1542,2,"losing it (losing it, #1)"
46163,361,3,oliver twist
34476,836,3,"the unlikely pilgrimage of harold fry (harold fry, #1)"
15016,102,4,where the wild things are
23988,287,3,the fountainhead
14156,8247,4,واحة الغروب
24660,454,5,if you give a mouse a cookie
14579,52,4,"eclipse (twilight, #3)"
46642,523,4,the things they carried
23518,2366,5,metamorphoses
28537,2,5,"harry potter and the sorcerer's stone (harry potter, #1)"
30836,160,3,great expectations
47205,8607,3,"the killing (cherub, #4)"
37452,18,5,"harry potter and the prisoner of azkaban (harry potter, #3)"
16609,2490,4,the legend of sleepy hollow and other stories
17219,30,3,gone girl
37141,591,5,the absolutely true diary of a part-time indian
40046,923,5,"the alchemyst (the secrets of the immortal nicholas flamel, #1)"
20336,164,4,eleanor & park
52846,213,5,the metamorphosis
31718,1494,4,born standing up: a comic's life
12761,346,5,"the wonderful wizard of oz (oz, #1)"
33960,7492,3,chill factor
2974,4189,3,princess: a true story of life behind the veil in saudi arabia
18398,68,5,the perks of being a wallflower
639,344,5,naked
20344,39,5,"a game of thrones (a song of ice and fire, #1)"
42691,940,4,one plus one
35062,47,5,the book thief
42409,4405,3,"the strange case of origami yoda (origami yoda, #1)"
51864,713,5,"prodigy (legend, #2)"
5014,362,5,the screwtape letters
28128,42,3,"little women (little women, #1)"
3325,3128,4,the mummy (ramses the damned #1)
6513,2464,4,"rabbit, run (rabbit angstrom #1)"
5337,322,5,neverwhere
22735,2852,5,battle royale
31825,48,4,fahrenheit 451
25041,224,4,"fallen (fallen, #1)"
36073,3584,5,"river god (ancient egypt, #1)"
48669,65,4,slaughterhouse-five
42340,4658,3,"fudge-a-mania (fudge, #4)"
51635,556,3,cujo
4818,1210,4,"anne of avonlea (anne of green gables, #2)"
1907,472,5,man's search for meaning
5917,148,3,girl with a pearl earring
49681,6478,2,"fracture me (shatter me, #2.5)"
22516,66,4,gone with the wind
29819,2578,4,a lesson before dying
12875,2136,3,the jane austen book club
41571,602,3,"the silver chair (chronicles of narnia, #4)"
31496,9105,3,"connected (connections, #1)"
52447,292,5,"the voyage of the dawn treader (chronicles of narnia, #3)"
39746,6823,5,"armageddon: the cosmic battle of the ages (left behind, #11)"
20844,5522,3,"rising tides (chesapeake bay saga, #2)"
42154,2319,4,"don't judge a girl by her cover (gallagher girls, #3)"
6946,80,4,the little prince
25349,207,4,"one for the money (stephanie plum, #1)"
37484,758,5,stiff: the curious lives of human cadavers
42814,8813,3,the misremembered man (tailorstown #1)
27011,2104,3,"isla and the happily ever after (anna and the french kiss, #3)"
28138,305,3,pet sematary
48984,51,5,"city of bones (the mortal instruments, #1)"
18756,12,5,"divergent (divergent, #1)"
50659,91,3,"the maze runner (maze runner, #1)"
8776,3764,5,the snows of kilimanjaro and other stories
10637,6360,3,summer people
5786,2710,4,"the virgin's lover (the plantagenet and tudor novels, #13)"
20504,23,5,"harry potter and the chamber of secrets (harry potter, #2)"
14220,174,4,the shack
39339,1345,3,pretty girls
45964,8182,5,fearless: the heroic story of one navy seal's sacrifice in the hunt for osama bin laden and the unwavering devotion of the woman who loved him
33994,42,3,"little women (little women, #1)"
49444,283,4,"good omens: the nice and accurate prophecies of agnes nutter, witch"
4237,361,4,oliver twist
1923,5292,1,"the lace reader (the lace reader, #1)"
52743,5169,5,"perfect (impulse, #2)"
52217,5723,3,the gift of fear: survival signals that protect us from violence
17585,1848,3,"soulless (parasol protectorate, #1)"
28392,362,5,the screwtape letters
34390,10,5,pride and prejudice
49432,5129,4,"hide (detective d.d. warren, #2)"
23127,70,5,"ender's game (ender's saga, #1)"
4504,13,4,1984
38726,7074,5,"king henry iv, part 1 (wars of the roses, #2)"
17046,2297,5,faust: first part
41261,156,3,"something borrowed (darcy & rachel, #1)"
6657,24,4,"harry potter and the goblet of fire (harry potter, #4)"
50004,7389,4,"after we fell (after, #3)"
5331,180,5,siddhartha
47457,2078,5,the complete tales
8473,4404,2,the 7 habits of highly effective teens: the ultimate teenage success guide
8107,3219,1,the little friend
52725,230,5,persuasion
29502,1150,3,absolute power
8170,9664,4,"the secret of the unicorn (tintin, #11)"
33841,5097,4,scarlet feather
43576,567,5,the language of flowers
46727,390,4,the strange case of dr. jekyll and mr. hyde
5742,69,5,"insurgent (divergent, #2)"
13158,1260,4,the beach house
15047,135,4,"a storm of swords (a song of ice and fire, #3)"
45333,453,3,cold mountain
51583,129,4,one flew over the cuckoo's nest
50363,306,4,she's come undone
11247,169,4,the last song
46717,3095,5,"vampire academy collection (vampire academy, #1-3)"
19469,443,3,just listen
3809,9719,3,silver bay
16926,208,5,the immortal life of henrietta lacks
48516,171,4,emma
49271,20,5,"mockingjay (the hunger games, #3)"
7315,5728,4,"dance of the gods (circle trilogy, #2)"
40252,6495,5,"big red (big red, #1)"
42124,8358,5,"darkness, be my friend (tomorrow, #4)"
36931,8509,3,"eden (providence, #3)"
14516,638,3,a visit from the goon squad
52469,2589,5,certain girls (cannie shapiro #2)
4486,287,4,the fountainhead
12887,153,5,"city of ashes (the mortal instruments, #2)"
23564,661,5,"alexander and the terrible, horrible, no good, very bad day"
20806,1108,5,the complete fairy tales
34517,5856,4,"accordance (significance, #2)"
44780,3759,5,"sookie stackhouse 7-copy boxed set (sookie stackhouse, #1-7)"
50029,549,3,corduroy
2011,1328,4,"i am pilgrim (pilgrim, #1)"
2631,1400,3,"the book of life (all souls trilogy, #3)"
13744,871,3,"dead in the family (sookie stackhouse, #10)"
22722,1187,5,my brilliant friend (the neapolitan novels #1)
3212,161,3,"the return of the king (the lord of the rings, #3)"
20659,2422,4,"end of watch (bill hodges trilogy, #3)"
42640,2405,5,"morrigan's cross (circle trilogy, #1)"
12852,5887,2,shut out
21556,672,3,"murder on the orient express (hercule poirot, #10)"
37793,1317,4,drowning ruth
30260,1591,4,"the farthest shore (earthsea cycle, #3)"
40477,1017,5,the girl you left behind
32371,9805,4,open season
13516,1627,4,"twelve sharp (stephanie plum, #12)"
15398,6935,4,the twenty-one balloons
38598,2177,5,dead souls
7012,453,4,cold mountain
29832,1978,5,the liars' club
53286,3,5,"twilight (twilight, #1)"
42099,78,3,"the devil wears prada (the devil wears prada, #1)"
10582,205,2,"interview with the vampire (the vampire chronicles, #1)"
45822,19,4,"the fellowship of the ring (the lord of the rings, #1)"
10082,249,4,extremely loud and incredibly close
32587,205,5,"interview with the vampire (the vampire chronicles, #1)"
13487,1029,4,"saga, vol. 1 (saga, #1)"
47471,18,4,"harry potter and the prisoner of azkaban (harry potter, #3)"
48870,980,5,"moon called (mercy thompson, #1)"
18414,608,4,love you forever
13859,1237,5,the shell seekers
33786,243,1,misery
20975,298,5,the time machine
3933,587,4,everything is illuminated
21170,156,3,"something borrowed (darcy & rachel, #1)"
43400,109,5,les misérables
44146,4572,4,"the 100 (the 100, #1)"
18660,574,5,kitchen confidential: adventures in the culinary underbelly
21752,403,5,the art of war
10364,65,4,slaughterhouse-five
18223,8067,5,mount dragon
27813,6340,4,"shards of honour  (vorkosigan saga, #1)"
39064,6054,5,wolf in white van
1109,1265,3,"maus ii: a survivor's tale: and here my troubles began (maus, #2)"
52819,323,2,the unbearable lightness of being
48121,3318,4,"birthmarked (birthmarked, #1)"
44458,529,3,gulliver's travels
47104,54,4,"the hitchhiker's guide to the galaxy (hitchhiker's guide to the galaxy, #1)"
13711,4563,4,modern lovers
42213,946,5,"the kill order (maze runner, #0.5)"
45916,449,5,"betrayed (house of night, #2)"
31850,818,4,dreamcatcher
29646,4932,3,lit
51230,4306,5,"snow like ashes (snow like ashes, #1)"
28125,78,3,"the devil wears prada (the devil wears prada, #1)"
32114,4544,5,the lords of discipline
49458,3587,4,the girl who saved the king of sweden
51784,111,2,the memory keeper's daughter
25415,2191,4,faeries
26773,1573,4,a painted house
26602,5509,5,"strong poison (lord peter wimsey, #6)"
21315,1660,4,the sisters brothers
27549,2133,3,caleb's crossing
36727,172,4,anna karenina
32897,2811,4,"king of the murgos (the malloreon, #2)"
23583,1856,1,magical thinking: true stories
28337,15,1,the diary of a young girl
14255,1101,3,change of heart
45445,1108,5,the complete fairy tales
25332,407,5,bel canto
30157,3585,3,o pioneers!
40265,7829,5,king arthur and his knights: selected tales
36403,47,5,the book thief
342,3026,3,strengths finder 2.0
27881,248,5,a midsummer night's dream
16539,8254,5,"flash and bones (temperance brennan, #14)"
7916,111,4,the memory keeper's daughter
29919,6309,5,"the crimson campaign (powder mage, #2)"
52724,2143,4,kingdom come
46811,820,5,the remains of the day
19062,5256,3,death by black hole - and other cosmic quandaries
25665,2265,3,"lies (gone, #3)"
27007,3610,4,babyville
4358,1042,4,dirk gently's holistic detective agency (dirk gently #1)
