learner_id,course_id,learner_rating,short_description
21838674,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21838674,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33279826,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33279826,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28855616,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28855616,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36456581,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36456581,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36936000,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36936000,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30279334,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30279334,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36919517,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36919517,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35130146,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35130146,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29120884,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29120884,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36826972,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
36826972,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34039642,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34039642,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26079730,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26079730,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31920968,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31920968,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35306780,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35306780,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
3021426,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
3021426,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35699004,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35699004,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
12445364,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
12445364,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20457832,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20457832,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34114894,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34114894,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33250196,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33250196,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28624214,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28624214,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31990652,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31990652,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
11317462,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
11317462,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
1530750,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
1530750,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28491144,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28491144,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34623756,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34623756,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35079058,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35079058,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
439054,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
439054,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22010714,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22010714,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15143108,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15143108,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35035144,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
35035144,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34501224,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34501224,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34598360,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34598360,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33178242,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33178242,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34904210,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34904210,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28595290,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28595290,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24119594,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24119594,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34205008,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34205008,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32257212,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32257212,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30757446,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30757446,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22106028,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22106028,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30311956,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30311956,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34277268,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34277268,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
19900498,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
19900498,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32839342,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32839342,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34185566,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
34185566,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
19386298,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
19386298,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32020824,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32020824,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31948342,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31948342,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33913656,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33913656,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31096044,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31096044,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24239064,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24239064,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33772956,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33772956,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26940656,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26940656,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33590464,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33590464,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32720486,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32720486,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
8965514,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
8965514,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32832252,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32832252,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22027734,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22027734,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32948816,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32948816,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32413078,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32413078,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28674052,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28674052,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33362370,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
33362370,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
25773646,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
25773646,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22408766,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22408766,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
16190240,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
16190240,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
13952946,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
13952946,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
18395152,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
18395152,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20623254,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20623254,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32517816,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32517816,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30407434,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30407434,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
14830572,497736,3.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
14830572,497736,3.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31377936,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31377936,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21434422,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21434422,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29253748,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29253748,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32204106,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
32204106,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24592972,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24592972,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
23279116,497736,3.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
23279116,497736,3.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30176240,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30176240,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
17537974,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
17537974,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28296440,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28296440,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
11747984,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
11747984,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31400408,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31400408,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
4940242,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
4940242,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31475070,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31475070,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
23770140,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
23770140,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31566732,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
31566732,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15630592,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15630592,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28885970,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28885970,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30406494,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30406494,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15589542,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15589542,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
16751842,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
16751842,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24441618,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24441618,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29607038,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29607038,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29877300,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29877300,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29083076,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29083076,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29543072,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29543072,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29320734,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29320734,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26583042,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26583042,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30160140,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
30160140,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29913668,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29913668,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29079382,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29079382,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28897934,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28897934,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28816988,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28816988,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
14889392,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
14889392,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29732688,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
29732688,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22066372,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
22066372,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20305342,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20305342,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
27052874,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
27052874,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26681746,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26681746,497736,3.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24489620,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24489620,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
11667924,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
11667924,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26755932,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26755932,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21733734,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21733734,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28715770,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28715770,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
18357532,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
18357532,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28444618,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28444618,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
23326970,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
23326970,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
27882860,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
27882860,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28250962,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
28250962,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
17025286,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
17025286,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15593702,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
15593702,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
19055540,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
19055540,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
17493636,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
17493636,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
27309086,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
27309086,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26843610,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26843610,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26436406,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26436406,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26647582,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26647582,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21559312,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
21559312,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26083120,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
26083120,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
10037296,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
10037296,497736,5.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20644710,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
20644710,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24030598,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
24030598,497736,4.0,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
8797018,497736,4.5,"Understand How People Think, Feel, and Behave in this Complete Introduction to Social Psychology"
